Category	Specific.function	FUNCTION	source	accession_check	Notes	Order
Nitrogen	Methylamine catabolism	glutamine synthetase [EC:6.3.1.2]	KOfam	K01915		572
Nitrogen	Glutamate synthesis	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	KOfam	K00265		573
Nitrogen	Glutamate synthesis	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	KOfam	K00266		574
Nitrogen	Glycine betaine synthesis	choline dehydrogenase [EC:1.1.99.1]	KOfam	K00108		575
Nitrogen	Glycine betaine synthesis	choline monooxygenase [EC:1.14.15.7]	KOfam	K00499		576
Nitrogen	Glycine betaine synthesis	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	COG20_FUNCTION	COG1012		577
Nitrogen	Glycine betaine synthesis	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	KOfam	K00544		578
Nitrogen	Glycine betaine transport	glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	KOfam	K02000		579
Nitrogen	Glycine betaine transport	glycine betaine/proline transport system permease protein	KOfam	K02001		580
Nitrogen	Glycine betaine transport	glycine betaine/proline transport system substrate-binding protein	KOfam	K02002		581
Nitrogen	Proline synthesis	Gamma-glutamyl phosphate reductase (ProA) (PDB:4GHK)	COG20_FUNCTION	COG0014		582
Nitrogen	Proline synthesis	Pyrroline-5-carboxylate reductase (ProC) (PDB:3GT0) (PUBMED:22125496;26507882)	COG20_FUNCTION	COG0345		583
Nitrogen	Proline synthesis	glutamate 5-kinase [EC:2.7.2.11]	KOfam	K00931		584
Nitrogen	Proline symporter	Na+/proline symporter (PutP) (PDB:5NVA)	COG20_FUNCTION	COG0591		585
Nitrogen	Sarcosine synthesis	creatinase [EC:3.5.3.3]	KOfam	K08688		586
Nitrogen	Glycine catabolism	glycine cleavage system H protein	KOfam	K02437		587
Nitrogen	Glycine catabolism	glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]	KOfam	K00281		588
Nitrogen	Glycine catabolism	"LysR family transcriptional regulator, glycine cleavage system transcriptional activator"	KOfam	K03566		589
Nitrogen	Nitrogen reduction	Nitroreductase (NfnB) (PDB:1F5V)	COG20_FUNCTION	COG0778		590
Oxidative	Peroxides	Peroxiredoxin (Bcp) (PDB:5IPH)	COG20_FUNCTION	COG1225		591
Oxidative	Peroxides	Peroxiredoxin (AHP1) (PDB:1H4O)	COG20_FUNCTION	COG0678		592
Oxidative	Peroxides	glutathione peroxidase [EC:1.11.1.9]	KOfam	K00432		593
Oxidative	Peroxides	superoxide oxidase [EC:1.10.3.17]	KOfam	K12262		594
Oxidative	Peroxides	Rubrerythrin (YotD) (PDB:1B71)	COG20_FUNCTION	COG1592		595
Oxidative	Peroxides	cytochrome c peroxidase [EC:1.11.1.5]	KOfam	K00428		596
Oxidative	Peroxides	catalase-peroxidase [EC:1.11.1.21]	KOfam	K03782		597
Oxidative	Peroxides	"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]"	KOfam	K04564		598
Oxidative	Peroxides	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin) (AhpC) (PDB:2RII)	COG20_FUNCTION	COG0450		599
Oxidative	DNA Sulfur Modifications	DNA sulfur modification protein DndD	KOfam	K19171		600
Oxidative	DNA Sulfur Modifications	DNA sulfur modification protein DndE	KOfam	K19172		601
Oxidative	DNA Sulfur Modifications	DNA sulfur modification protein DndC	KOfam	K19170		602
Oxidative	DNA Sulfur Modifications	DNA sulfur modification protein DndB	KOfam	K19169		603
Osmotic	Pump/Channels/Antiporters	"Na+:H+ antiporter, NhaA family"	KOfam	K03313		604
Osmotic	Pump/Channels/Antiporters	cation:H+ antiporter	KOfam	K07301		605
Osmotic	Pump/Channels/Antiporters	hyperosmotically inducible periplasmic protein	KOfam	K04065		606
Osmotic	Pump/Channels/Antiporters	K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1]	KOfam	K15987		607
Osmotic	Pump/Channels/Antiporters	voltage-gated sodium channel	KOfam	K08714		608
Metals	Iron Transporters	high-affinity iron transporter	KOfam	K07243		609
Metals	Iron Transporters	iron(III) transport system permease protein	KOfam	K02011		610
Metals	Iron Transporters	iron(III) transport system substrate-binding protein	KOfam	K02012		611
Metals	Zinc	zinc transport system permease protein	KOfam	K09816		612
Metals	Zinc	zinc transport system ATP-binding protein [EC:7.2.2.20]	KOfam	K09817		613
Metals	Zinc	zinc transport system substrate-binding protein	KOfam	K09815		614
Metals	Potassium	putative flavoprotein involved in K+ transport	KOfam	K07222		615
Metals	Potassium	trk/ktr system potassium uptake protein	KOfam	K03498		616
Metals	Potassium	"Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)"	COG20_FUNCTION	COG0569		617
Metals	Magnesium	magnesium transporter	KOfam	K06213		618
Metals	Manganese	manganese efflux pump family protein	KOfam	K23242		619
Metals	Mercury	mercuric ion transport protein	KOfam	K08363		620
Metals	Nickle	Hydrogenase/urease accessory protein HupE (HupE)	COG20_FUNCTION	COG2370		621
Metals	Nickle	nickel transport protein	KOfam	K10094		622
Metals	Copper	multicopper oxidase [EC:1.16.3.1]	KOfam	K22552		623
Metals	Copper	plastocyanin	KOfam	K02638		624
Metals	Copper	"Uncharacterized copper-binding protein, cupredoxin-like subfamily"	COG20_FUNCTION	COG4454		625
Metals	Copper	Copper chaperone CopZ (CopZ) (PDB:1AFI)	COG20_FUNCTION	COG2608		626
Metals	Iron	heme oxygenase (staphylobilin-producing) [EC:1.14.99.48]	KOfam	K07145		627
Type V- Autotransporter	Type V- Autotransporter	fibronectin-binding autotransporter adhesin	KOfam	K19231	"Note: because HIMB83 shares a gene cluster with other genes that are annotated to fibronectin autotransporter adhesion genes, even though it does not get annotated to the fibronectin autotransporter adhesion genes, the functional enrichment did report it. This updated here to reflect that is is indeed not in HIMB83"	628
Type V- Autotransporter	Type V- Autotransporter	Autotransporter adhesin AidA (AidA)	COG20_FUNCTION	COG3468		629
